scenarioId,label,buyCommissionRate,sellCommissionRate,prizeThreshold,revenueModel,avgUserROI,medianUserROI,bestROI,worstROI,volatility,pctAbove0,pctAbovePrizeThreshold,pctAbove5,pctAbove7,pctAbove10,estimatedWinnersPct,totalCommissionsPerParticipant,platformRevenuePerParticipant,avgCommissionsPaidPerParticipant,commissionImpactOnROI,userAttractivenessScore,platformSustainabilityScore,prizeSelectivityScore,antiOvertradingScore,valueDominanceControlScore,simplicityScore,finalScore,overtradingRisk,valueDominanceRisk,holdVsActiveDelta,breakEvenUsers1000Cost
MODEL_A_PREVIOUS_PLATFORM_10,Previous platform 10% delle commissioni,0.02,0.02,7,PLATFORM_10_OF_COMMISSIONS,-2.4519,-3.6640,5.1045,-10.4101,8.9690,39.2284,14.5980,20.3031,14.5980,8.2520,14.5980,7.5668,0.7567,7.5668,3.9816,47.4481,9.4585,86.3919,90.0000,28.4577,100.0000,48.8237,LOW,MEDIUM,-31.2892,1321.56
MODEL_B_COMMISSION_100_BASE,Commissioni 100% base,0.02,0.02,7,COMMISSION_100_TO_PLATFORM,-2.4519,-3.6640,5.1045,-10.4101,8.9690,39.2284,14.5980,20.3031,14.5980,8.2520,14.5980,7.5668,7.5668,7.5668,3.9816,47.4481,94.5850,86.3919,90.0000,28.4577,100.0000,74.3617,LOW,MEDIUM,-31.2892,132.16
MODEL_C_LOW_FEES,Low fees,0.01,0.01,7,COMMISSION_100_TO_PLATFORM,-0.4808,-1.7174,7.2283,-8.5998,9.0377,47.8786,20.3910,27.2112,20.3910,12.3090,20.3910,3.7834,3.7834,3.7834,2.0105,60.3151,47.2925,90.4358,50.0000,26.6080,100.0000,60.0145,LOW,MEDIUM,-31.2892,264.31
MODEL_D_ASYMMETRIC_ORIGINAL_BUY,Asimmetrico originale buy,0.02,0.0125,7,COMMISSION_100_TO_PLATFORM,-1.7053,-2.9267,5.9089,-9.7244,9.0377,42.5168,16.7717,22.9065,16.7717,9.7631,16.7717,6.1482,6.1482,6.1482,3.2350,53.8248,76.8522,95.0869,60.0000,27.7572,68.0000,67.7049,LOW,MEDIUM,-31.2892,162.65
MODEL_E_ASYMMETRIC_SELL_HIGHER,Asimmetrico sell higher,0.015,0.02,7,COMMISSION_100_TO_PLATFORM,-1.9713,-3.1895,5.6223,-9.9688,8.9690,41.3016,15.8593,21.8501,15.8593,9.0981,15.8593,6.6208,6.6208,6.6208,3.5010,51.5375,82.7606,91.4373,90.0000,28.0068,83.0000,71.9507,LOW,MEDIUM,-31.2892,151.04
MODEL_F_BALANCED_MEDIUM,Balanced medium,0.015,0.015,7,COMMISSION_100_TO_PLATFORM,-1.4712,-2.6955,6.1612,-9.5094,9.0377,43.5344,17.4297,23.6988,17.4297,10.2174,17.4297,5.6751,5.6751,5.6751,3.0009,55.8200,70.9387,97.7189,70.0000,27.5374,100.0000,69.5341,LOW,MEDIUM,-31.2892,176.21
MODEL_G_HIGHER_FEES,Higher fees,0.025,0.025,7,COMMISSION_100_TO_PLATFORM,-3.4230,-4.6231,4.0582,-11.3020,8.8775,34.9905,12.0180,17.1361,12.0180,6.5265,12.0180,9.4585,9.4585,9.4585,4.9527,39.1670,100.0000,76.0721,100.0000,29.3691,100.0000,72.9431,LOW,MEDIUM,-31.2892,105.73
MODEL_H_TRADING_BRAKE,Trading brake,0.015,0.03,7,COMMISSION_100_TO_PLATFORM,-2.9716,-4.1773,4.5445,-10.8874,8.8775,36.8912,13.0667,18.4604,13.0667,7.1983,13.0667,8.5123,8.5123,8.5123,4.5013,42.9918,100.0000,80.2667,100.0000,28.9455,83.0000,73.8458,LOW,MEDIUM,-31.2892,117.48
MODEL_I_USER_FRIENDLY,User friendly,0.01,0.02,7,COMMISSION_100_TO_PLATFORM,-1.4860,-2.7102,6.1451,-9.5231,8.9690,43.4202,17.2036,23.4791,17.2036,10.0161,17.2036,5.6749,5.6749,5.6749,3.0157,55.6760,70.9362,96.8146,90.0000,27.5514,83.0000,70.4679,LOW,MEDIUM,-31.2892,176.21
MODEL_J_PLATFORM_STRONG,Platform strong,0.03,0.03,7,COMMISSION_100_TO_PLATFORM,-4.3847,-5.5728,3.0220,-12.1852,8.8775,31.0686,9.9849,14.5227,9.9849,5.2579,9.9849,11.3502,11.3502,11.3502,5.9144,31.0626,100.0000,67.9395,100.0000,30.2715,100.0000,69.3807,LOW,MEDIUM,-31.2892,88.10
MATRIX_BUY_0.50_SELL_0.50_PRIZE_5,"Buy 0.50%, Sell 0.50%, Prize 5%",0.005,0.005,5,COMMISSION_100_TO_PLATFORM,0.5194,-0.7296,8.3060,-7.6812,9.0377,52.2917,31.0030,31.0030,23.6669,14.7088,31.0030,1.8917,1.8917,1.8917,1.0102,64.8604,23.6462,47.9878,30.0000,25.6694,85.0000,42.7235,LOW,MEDIUM,-31.2892,528.63
MATRIX_BUY_0.50_SELL_0.50_PRIZE_7,"Buy 0.50%, Sell 0.50%, Prize 7%",0.005,0.005,7,COMMISSION_100_TO_PLATFORM,0.5194,-0.7296,8.3060,-7.6812,9.0377,52.2917,23.6669,31.0030,23.6669,14.7088,23.6669,1.8917,1.8917,1.8917,1.0102,64.8604,23.6462,77.3326,30.0000,25.6694,85.0000,48.5924,LOW,MEDIUM,-31.2892,528.63
MATRIX_BUY_0.50_SELL_0.50_PRIZE_10,"Buy 0.50%, Sell 0.50%, Prize 10%",0.005,0.005,10,COMMISSION_100_TO_PLATFORM,0.5194,-0.7296,8.3060,-7.6812,9.0377,52.2917,14.7088,31.0030,23.6669,14.7088,14.7088,1.8917,1.8917,1.8917,1.0102,64.8604,23.6462,86.8353,30.0000,25.6694,85.0000,50.4930,LOW,MEDIUM,-31.2892,528.63
MATRIX_BUY_0.50_SELL_0.50_PRIZE_12,"Buy 0.50%, Sell 0.50%, Prize 12%",0.005,0.005,12,COMMISSION_100_TO_PLATFORM,0.5194,-0.7296,8.3060,-7.6812,9.0377,52.2917,10.1989,31.0030,23.6669,14.7088,10.1989,1.8917,1.8917,1.8917,1.0102,64.8604,23.6462,68.7957,30.0000,25.6694,85.0000,46.8850,LOW,MEDIUM,-31.2892,528.63
MATRIX_BUY_0.50_SELL_1.00_PRIZE_5,"Buy 0.50%, Sell 1.00%, Prize 5%",0.005,0.01,5,COMMISSION_100_TO_PLATFORM,0.0143,-1.2285,7.7617,-8.1451,9.0377,50.0632,29.0592,29.0592,21.9776,13.4603,29.0592,2.8374,2.8374,2.8374,1.5154,62.5651,35.4681,55.7630,50.0000,26.1434,68.0000,48.4486,LOW,MEDIUM,-31.2892,352.43
MATRIX_BUY_0.50_SELL_1.00_PRIZE_7,"Buy 0.50%, Sell 1.00%, Prize 7%",0.005,0.01,7,COMMISSION_100_TO_PLATFORM,0.0143,-1.2285,7.7617,-8.1451,9.0377,50.0632,21.9776,29.0592,21.9776,13.4603,21.9776,2.8374,2.8374,2.8374,1.5154,62.5651,35.4681,84.0897,50.0000,26.1434,68.0000,54.1140,LOW,MEDIUM,-31.2892,352.43
MATRIX_BUY_0.50_SELL_1.00_PRIZE_10,"Buy 0.50%, Sell 1.00%, Prize 10%",0.005,0.01,10,COMMISSION_100_TO_PLATFORM,0.0143,-1.2285,7.7617,-8.1451,9.0377,50.0632,13.4603,29.0592,21.9776,13.4603,13.4603,2.8374,2.8374,2.8374,1.5154,62.5651,35.4681,81.8411,50.0000,26.1434,68.0000,53.6643,LOW,MEDIUM,-31.2892,352.43
MATRIX_BUY_0.50_SELL_1.00_PRIZE_12,"Buy 0.50%, Sell 1.00%, Prize 12%",0.005,0.01,12,COMMISSION_100_TO_PLATFORM,0.0143,-1.2285,7.7617,-8.1451,9.0377,50.0632,9.2389,29.0592,21.9776,13.4603,9.2389,2.8374,2.8374,2.8374,1.5154,62.5651,35.4681,64.9554,50.0000,26.1434,68.0000,50.2871,LOW,MEDIUM,-31.2892,352.43
MATRIX_BUY_0.50_SELL_1.25_PRIZE_5,"Buy 0.50%, Sell 1.25%, Prize 5%",0.005,0.0125,5,COMMISSION_100_TO_PLATFORM,-0.2382,-1.4779,7.4896,-8.3771,9.0377,48.9485,28.1092,28.1092,21.1596,12.8641,28.1092,3.3103,3.3103,3.3103,1.7679,61.4172,41.3790,59.5632,60.0000,26.3804,68.0000,51.7187,LOW,MEDIUM,-31.2892,302.09
MATRIX_BUY_0.50_SELL_1.25_PRIZE_7,"Buy 0.50%, Sell 1.25%, Prize 7%",0.005,0.0125,7,COMMISSION_100_TO_PLATFORM,-0.2382,-1.4779,7.4896,-8.3771,9.0377,48.9485,21.1596,28.1092,21.1596,12.8641,21.1596,3.3103,3.3103,3.3103,1.7679,61.4172,41.3790,87.3616,60.0000,26.3804,68.0000,57.2784,LOW,MEDIUM,-31.2892,302.09
MATRIX_BUY_0.50_SELL_1.25_PRIZE_10,"Buy 0.50%, Sell 1.25%, Prize 10%",0.005,0.0125,10,COMMISSION_100_TO_PLATFORM,-0.2382,-1.4779,7.4896,-8.3771,9.0377,48.9485,12.8641,28.1092,21.1596,12.8641,12.8641,3.3103,3.3103,3.3103,1.7679,61.4172,41.3790,79.4564,60.0000,26.3804,68.0000,55.6973,LOW,MEDIUM,-31.2892,302.09
MATRIX_BUY_0.50_SELL_1.25_PRIZE_12,"Buy 0.50%, Sell 1.25%, Prize 12%",0.005,0.0125,12,COMMISSION_100_TO_PLATFORM,-0.2382,-1.4779,7.4896,-8.3771,9.0377,48.9485,8.7847,28.1092,21.1596,12.8641,8.7847,3.3103,3.3103,3.3103,1.7679,61.4172,41.3790,63.1387,60.0000,26.3804,68.0000,52.4338,LOW,MEDIUM,-31.2892,302.09
MATRIX_BUY_0.50_SELL_1.50_PRIZE_5,"Buy 0.50%, Sell 1.50%, Prize 5%",0.005,0.015,5,COMMISSION_100_TO_PLATFORM,-0.4908,-1.7273,7.2175,-8.6090,9.0377,47.8345,27.1744,27.1744,20.3597,12.2865,27.1744,3.7832,3.7832,3.7832,2.0205,60.2697,47.2900,63.3022,70.0000,26.6174,68.0000,54.9766,LOW,MEDIUM,-31.2892,264.33
MATRIX_BUY_0.50_SELL_1.50_PRIZE_7,"Buy 0.50%, Sell 1.50%, Prize 7%",0.005,0.015,7,COMMISSION_100_TO_PLATFORM,-0.4908,-1.7273,7.2175,-8.6090,9.0377,47.8345,20.3597,27.1744,20.3597,12.2865,20.3597,3.7832,3.7832,3.7832,2.0205,60.2697,47.2900,90.5612,70.0000,26.6174,68.0000,60.4284,LOW,MEDIUM,-31.2892,264.33
MATRIX_BUY_0.50_SELL_1.50_PRIZE_10,"Buy 0.50%, Sell 1.50%, Prize 10%",0.005,0.015,10,COMMISSION_100_TO_PLATFORM,-0.4908,-1.7273,7.2175,-8.6090,9.0377,47.8345,12.2865,27.1744,20.3597,12.2865,12.2865,3.7832,3.7832,3.7832,2.0205,60.2697,47.2900,77.1459,70.0000,26.6174,68.0000,57.7453,LOW,MEDIUM,-31.2892,264.33
MATRIX_BUY_0.50_SELL_1.50_PRIZE_12,"Buy 0.50%, Sell 1.50%, Prize 12%",0.005,0.015,12,COMMISSION_100_TO_PLATFORM,-0.4908,-1.7273,7.2175,-8.6090,9.0377,47.8345,8.3474,27.1744,20.3597,12.2865,8.3474,3.7832,3.7832,3.7832,2.0205,60.2697,47.2900,61.3894,70.0000,26.6174,68.0000,54.5940,LOW,MEDIUM,-31.2892,264.33
MATRIX_BUY_0.50_SELL_2.00_PRIZE_5,"Buy 0.50%, Sell 2.00%, Prize 5%",0.005,0.02,5,COMMISSION_100_TO_PLATFORM,-0.9959,-2.2262,6.6732,-9.0729,8.9690,45.5792,25.1903,25.1903,18.6330,11.0102,25.1903,4.7289,4.7289,4.7289,2.5256,57.9649,59.1118,71.2389,90.0000,27.0914,68.0000,61.5817,LOW,MEDIUM,-31.2892,211.46
MATRIX_BUY_0.50_SELL_2.00_PRIZE_7,"Buy 0.50%, Sell 2.00%, Prize 7%",0.005,0.02,7,COMMISSION_100_TO_PLATFORM,-0.9959,-2.2262,6.6732,-9.0729,8.9690,45.5792,18.6330,25.1903,18.6330,11.0102,18.6330,4.7289,4.7289,4.7289,2.5256,57.9649,59.1118,97.4681,90.0000,27.0914,68.0000,66.8276,LOW,MEDIUM,-31.2892,211.46
MATRIX_BUY_0.50_SELL_2.00_PRIZE_10,"Buy 0.50%, Sell 2.00%, Prize 10%",0.005,0.02,10,COMMISSION_100_TO_PLATFORM,-0.9959,-2.2262,6.6732,-9.0729,8.9690,45.5792,11.0102,25.1903,18.6330,11.0102,11.0102,4.7289,4.7289,4.7289,2.5256,57.9649,59.1118,72.0408,90.0000,27.0914,68.0000,61.7421,LOW,MEDIUM,-31.2892,211.46
MATRIX_BUY_0.50_SELL_2.00_PRIZE_12,"Buy 0.50%, Sell 2.00%, Prize 12%",0.005,0.02,12,COMMISSION_100_TO_PLATFORM,-0.9959,-2.2262,6.6732,-9.0729,8.9690,45.5792,7.3672,25.1903,18.6330,11.0102,7.3672,4.7289,4.7289,4.7289,2.5256,57.9649,59.1118,57.4689,90.0000,27.0914,68.0000,58.8277,LOW,MEDIUM,-31.2892,211.46
MATRIX_BUY_0.50_SELL_2.50_PRIZE_5,"Buy 0.50%, Sell 2.50%, Prize 5%",0.005,0.025,5,COMMISSION_100_TO_PLATFORM,-1.5010,-2.7250,6.1290,-9.5368,8.8775,43.2865,23.1991,23.1991,16.9134,9.7570,23.1991,5.6747,5.6747,5.6747,3.0307,55.5242,70.9337,79.2035,100.0000,27.5655,68.0000,67.1584,LOW,MEDIUM,-31.2892,176.22
MATRIX_BUY_0.50_SELL_2.50_PRIZE_7,"Buy 0.50%, Sell 2.50%, Prize 7%",0.005,0.025,7,COMMISSION_100_TO_PLATFORM,-1.5010,-2.7250,6.1290,-9.5368,8.8775,43.2865,16.9134,23.1991,16.9134,9.7570,16.9134,5.6747,5.6747,5.6747,3.0307,55.5242,70.9337,95.6536,100.0000,27.5655,68.0000,70.4484,LOW,MEDIUM,-31.2892,176.22
MATRIX_BUY_0.50_SELL_2.50_PRIZE_10,"Buy 0.50%, Sell 2.50%, Prize 10%",0.005,0.025,10,COMMISSION_100_TO_PLATFORM,-1.5010,-2.7250,6.1290,-9.5368,8.8775,43.2865,9.7570,23.1991,16.9134,9.7570,9.7570,5.6747,5.6747,5.6747,3.0307,55.5242,70.9337,67.0279,100.0000,27.5655,68.0000,64.7233,LOW,MEDIUM,-31.2892,176.22
MATRIX_BUY_0.50_SELL_2.50_PRIZE_12,"Buy 0.50%, Sell 2.50%, Prize 12%",0.005,0.025,12,COMMISSION_100_TO_PLATFORM,-1.5010,-2.7250,6.1290,-9.5368,8.8775,43.2865,6.4153,23.1991,16.9134,9.7570,6.4153,5.6747,5.6747,5.6747,3.0307,55.5242,70.9337,53.6614,100.0000,27.5655,68.0000,62.0500,LOW,MEDIUM,-31.2892,176.22
MATRIX_BUY_0.50_SELL_3.00_PRIZE_5,"Buy 0.50%, Sell 3.00%, Prize 5%",0.005,0.03,5,COMMISSION_100_TO_PLATFORM,-2.0062,-3.2239,5.5847,-10.0007,8.8775,41.0607,21.4996,21.4996,15.5174,8.8120,21.4996,6.6204,6.6204,6.6204,3.5359,51.2093,82.7556,86.0014,100.0000,28.0395,68.0000,71.0332,LOW,MEDIUM,-31.2892,151.05
MATRIX_BUY_0.50_SELL_3.00_PRIZE_7,"Buy 0.50%, Sell 3.00%, Prize 7%",0.005,0.03,7,COMMISSION_100_TO_PLATFORM,-2.0062,-3.2239,5.5847,-10.0007,8.8775,41.0607,15.5174,21.4996,15.5174,8.8120,15.5174,6.6204,6.6204,6.6204,3.5359,51.2093,82.7556,90.0696,100.0000,28.0395,68.0000,71.8469,LOW,MEDIUM,-31.2892,151.05
MATRIX_BUY_0.50_SELL_3.00_PRIZE_10,"Buy 0.50%, Sell 3.00%, Prize 10%",0.005,0.03,10,COMMISSION_100_TO_PLATFORM,-2.0062,-3.2239,5.5847,-10.0007,8.8775,41.0607,8.8120,21.4996,15.5174,8.8120,8.8120,6.6204,6.6204,6.6204,3.5359,51.2093,82.7556,63.2480,100.0000,28.0395,68.0000,66.4825,LOW,MEDIUM,-31.2892,151.05
MATRIX_BUY_0.50_SELL_3.00_PRIZE_12,"Buy 0.50%, Sell 3.00%, Prize 12%",0.005,0.03,12,COMMISSION_100_TO_PLATFORM,-2.0062,-3.2239,5.5847,-10.0007,8.8775,41.0607,5.7316,21.4996,15.5174,8.8120,5.7316,6.6204,6.6204,6.6204,3.5359,51.2093,82.7556,50.9264,100.0000,28.0395,68.0000,64.0182,LOW,MEDIUM,-31.2892,151.05
MATRIX_BUY_1.00_SELL_0.50_PRIZE_5,"Buy 1.00%, Sell 0.50%, Prize 5%",0.01,0.005,5,COMMISSION_100_TO_PLATFORM,0.0218,-1.2211,7.7698,-8.1382,9.0377,50.0963,29.0877,29.0877,22.0021,13.4783,29.0877,2.8376,2.8376,2.8376,1.5079,62.5992,35.4706,55.6492,30.0000,26.1363,68.0000,46.4345,LOW,MEDIUM,-31.2892,352.40
MATRIX_BUY_1.00_SELL_0.50_PRIZE_7,"Buy 1.00%, Sell 0.50%, Prize 7%",0.01,0.005,7,COMMISSION_100_TO_PLATFORM,0.0218,-1.2211,7.7698,-8.1382,9.0377,50.0963,22.0021,29.0877,22.0021,13.4783,22.0021,2.8376,2.8376,2.8376,1.5079,62.5992,35.4706,83.9914,30.0000,26.1363,68.0000,52.1029,LOW,MEDIUM,-31.2892,352.40
MATRIX_BUY_1.00_SELL_0.50_PRIZE_10,"Buy 1.00%, Sell 0.50%, Prize 10%",0.01,0.005,10,COMMISSION_100_TO_PLATFORM,0.0218,-1.2211,7.7698,-8.1382,9.0377,50.0963,13.4783,29.0877,22.0021,13.4783,13.4783,2.8376,2.8376,2.8376,1.5079,62.5992,35.4706,81.9131,30.0000,26.1363,68.0000,51.6872,LOW,MEDIUM,-31.2892,352.40
MATRIX_BUY_1.00_SELL_0.50_PRIZE_12,"Buy 1.00%, Sell 0.50%, Prize 12%",0.01,0.005,12,COMMISSION_100_TO_PLATFORM,0.0218,-1.2211,7.7698,-8.1382,9.0377,50.0963,9.2526,29.0877,22.0021,13.4783,9.2526,2.8376,2.8376,2.8376,1.5079,62.5992,35.4706,65.0104,30.0000,26.1363,68.0000,48.3067,LOW,MEDIUM,-31.2892,352.40
MATRIX_BUY_1.00_SELL_1.00_PRIZE_5,"Buy 1.00%, Sell 1.00%, Prize 5%",0.01,0.01,5,COMMISSION_100_TO_PLATFORM,-0.4808,-1.7174,7.2283,-8.5998,9.0377,47.8786,27.2112,27.2112,20.3910,12.3090,27.2112,3.7834,3.7834,3.7834,2.0105,60.3151,47.2925,63.1553,50.0000,26.6080,100.0000,54.5584,LOW,MEDIUM,-31.2892,264.31
MATRIX_BUY_1.00_SELL_1.00_PRIZE_7,"Buy 1.00%, Sell 1.00%, Prize 7%",0.01,0.01,7,COMMISSION_100_TO_PLATFORM,-0.4808,-1.7174,7.2283,-8.5998,9.0377,47.8786,20.3910,27.2112,20.3910,12.3090,20.3910,3.7834,3.7834,3.7834,2.0105,60.3151,47.2925,90.4358,50.0000,26.6080,100.0000,60.0145,LOW,MEDIUM,-31.2892,264.31
MATRIX_BUY_1.00_SELL_1.00_PRIZE_10,"Buy 1.00%, Sell 1.00%, Prize 10%",0.01,0.01,10,COMMISSION_100_TO_PLATFORM,-0.4808,-1.7174,7.2283,-8.5998,9.0377,47.8786,12.3090,27.2112,20.3910,12.3090,12.3090,3.7834,3.7834,3.7834,2.0105,60.3151,47.2925,77.2360,50.0000,26.6080,100.0000,57.3745,LOW,MEDIUM,-31.2892,264.31
MATRIX_BUY_1.00_SELL_1.00_PRIZE_12,"Buy 1.00%, Sell 1.00%, Prize 12%",0.01,0.01,12,COMMISSION_100_TO_PLATFORM,-0.4808,-1.7174,7.2283,-8.5998,9.0377,47.8786,8.3644,27.2112,20.3910,12.3090,8.3644,3.7834,3.7834,3.7834,2.0105,60.3151,47.2925,61.4574,50.0000,26.6080,100.0000,54.2188,LOW,MEDIUM,-31.2892,264.31
MATRIX_BUY_1.00_SELL_1.25_PRIZE_5,"Buy 1.00%, Sell 1.25%, Prize 5%",0.01,0.0125,5,COMMISSION_100_TO_PLATFORM,-0.7321,-1.9656,6.9575,-8.8306,9.0377,46.7718,26.2960,26.2960,19.6126,11.7518,26.2960,4.2563,4.2563,4.2563,2.2618,59.1738,53.2034,66.8159,60.0000,26.8439,68.0000,56.2020,LOW,MEDIUM,-31.2892,234.95
MATRIX_BUY_1.00_SELL_1.25_PRIZE_7,"Buy 1.00%, Sell 1.25%, Prize 7%",0.01,0.0125,7,COMMISSION_100_TO_PLATFORM,-0.7321,-1.9656,6.9575,-8.8306,9.0377,46.7718,19.6126,26.2960,19.6126,11.7518,19.6126,4.2563,4.2563,4.2563,2.2618,59.1738,53.2034,93.5497,60.0000,26.8439,68.0000,61.5488,LOW,MEDIUM,-31.2892,234.95
MATRIX_BUY_1.00_SELL_1.25_PRIZE_10,"Buy 1.00%, Sell 1.25%, Prize 10%",0.01,0.0125,10,COMMISSION_100_TO_PLATFORM,-0.7321,-1.9656,6.9575,-8.8306,9.0377,46.7718,11.7518,26.2960,19.6126,11.7518,11.7518,4.2563,4.2563,4.2563,2.2618,59.1738,53.2034,75.0073,60.0000,26.8439,68.0000,57.8403,LOW,MEDIUM,-31.2892,234.95
MATRIX_BUY_1.00_SELL_1.25_PRIZE_12,"Buy 1.00%, Sell 1.25%, Prize 12%",0.01,0.0125,12,COMMISSION_100_TO_PLATFORM,-0.7321,-1.9656,6.9575,-8.8306,9.0377,46.7718,7.9450,26.2960,19.6126,11.7518,7.9450,4.2563,4.2563,4.2563,2.2618,59.1738,53.2034,59.7800,60.0000,26.8439,68.0000,54.7949,LOW,MEDIUM,-31.2892,234.95
MATRIX_BUY_1.00_SELL_1.50_PRIZE_5,"Buy 1.00%, Sell 1.50%, Prize 5%",0.01,0.015,5,COMMISSION_100_TO_PLATFORM,-0.9834,-2.2138,6.6867,-9.0614,9.0377,45.6675,25.3969,25.3969,18.8524,11.2127,25.3969,4.7291,4.7291,4.7291,2.5131,58.0334,59.1143,70.4126,70.0000,27.0797,83.0000,60.1831,LOW,MEDIUM,-31.2892,211.45
MATRIX_BUY_1.00_SELL_1.50_PRIZE_7,"Buy 1.00%, Sell 1.50%, Prize 7%",0.01,0.015,7,COMMISSION_100_TO_PLATFORM,-0.9834,-2.2138,6.6867,-9.0614,9.0377,45.6675,18.8524,25.3969,18.8524,11.2127,18.8524,4.7291,4.7291,4.7291,2.5131,58.0334,59.1143,96.5904,70.0000,27.0797,83.0000,65.4187,LOW,MEDIUM,-31.2892,211.45
MATRIX_BUY_1.00_SELL_1.50_PRIZE_10,"Buy 1.00%, Sell 1.50%, Prize 10%",0.01,0.015,10,COMMISSION_100_TO_PLATFORM,-0.9834,-2.2138,6.6867,-9.0614,9.0377,45.6675,11.2127,25.3969,18.8524,11.2127,11.2127,4.7291,4.7291,4.7291,2.5131,58.0334,59.1143,72.8510,70.0000,27.0797,83.0000,60.6708,LOW,MEDIUM,-31.2892,211.45
MATRIX_BUY_1.00_SELL_1.50_PRIZE_12,"Buy 1.00%, Sell 1.50%, Prize 12%",0.01,0.015,12,COMMISSION_100_TO_PLATFORM,-0.9834,-2.2138,6.6867,-9.0614,9.0377,45.6675,7.5418,25.3969,18.8524,11.2127,7.5418,4.7291,4.7291,4.7291,2.5131,58.0334,59.1143,58.1671,70.0000,27.0797,83.0000,57.7340,LOW,MEDIUM,-31.2892,211.45
MATRIX_BUY_1.00_SELL_2.00_PRIZE_5,"Buy 1.00%, Sell 2.00%, Prize 5%",0.01,0.02,5,COMMISSION_100_TO_PLATFORM,-1.4860,-2.7102,6.1451,-9.5231,8.9690,43.4202,23.4791,23.4791,17.2036,10.0161,23.4791,5.6749,5.6749,5.6749,3.0157,55.6760,70.9362,78.0836,90.0000,27.5514,83.0000,66.7217,LOW,MEDIUM,-31.2892,176.21
MATRIX_BUY_1.00_SELL_2.00_PRIZE_7,"Buy 1.00%, Sell 2.00%, Prize 7%",0.01,0.02,7,COMMISSION_100_TO_PLATFORM,-1.4860,-2.7102,6.1451,-9.5231,8.9690,43.4202,17.2036,23.4791,17.2036,10.0161,17.2036,5.6749,5.6749,5.6749,3.0157,55.6760,70.9362,96.8146,90.0000,27.5514,83.0000,70.4679,LOW,MEDIUM,-31.2892,176.21
MATRIX_BUY_1.00_SELL_2.00_PRIZE_10,"Buy 1.00%, Sell 2.00%, Prize 10%",0.01,0.02,10,COMMISSION_100_TO_PLATFORM,-1.4860,-2.7102,6.1451,-9.5231,8.9690,43.4202,10.0161,23.4791,17.2036,10.0161,10.0161,5.6749,5.6749,5.6749,3.0157,55.6760,70.9362,68.0646,90.0000,27.5514,83.0000,64.7179,LOW,MEDIUM,-31.2892,176.21
MATRIX_BUY_1.00_SELL_2.00_PRIZE_12,"Buy 1.00%, Sell 2.00%, Prize 12%",0.01,0.02,12,COMMISSION_100_TO_PLATFORM,-1.4860,-2.7102,6.1451,-9.5231,8.9690,43.4202,6.6339,23.4791,17.2036,10.0161,6.6339,5.6749,5.6749,5.6749,3.0157,55.6760,70.9362,54.5358,90.0000,27.5514,83.0000,62.0122,LOW,MEDIUM,-31.2892,176.21
